script,avg_energy_uj,avg_runtime_s,LOC,CC_total,CC_avg,CC_max,halstead_volume,maintainability_index,code_smells,avg_energy_uj_pct_change,avg_runtime_s_pct_change,LOC_pct_change,CC_total_pct_change,CC_avg_pct_change,CC_max_pct_change,halstead_volume_pct_change,maintainability_index_pct_change,code_smells_pct_change
deepseek_green_union_find.py,2486065.6,0.2325081620016135,42,8,2.0,3,103.73,49.4,0,-0.34,-0.42,10.53,14.29,14.29,0.0,16.28,-3.02,
deepseek_multi_union_find.py,2460821.4,0.2367782305926084,37,7,1.75,3,89.21,51.19,0,-1.35,1.4,-2.63,0.0,0.0,0.0,0.0,0.49,
deepseek_stagedcg_union_find.py,2498089.4,0.2357350382080767,43,7,1.75,3,89.21,49.77,0,0.14,0.96,13.16,0.0,0.0,0.0,0.0,-2.3,
deepseek_stagedgc_union_find.py,,,0,7,1.75,3,0.0,0.0,0,,,-100.0,0.0,0.0,0.0,-100.0,-100.0,
gpt-5.4_multi_union_find.py,2504363.8,0.2325447413953952,45,8,2.0,3,87.57,49.26,1,0.39,-0.41,18.42,14.29,14.29,0.0,-1.84,-3.3,
gpt-5.4_stagedcg_union_find.py,2521319.6,0.2413410994049627,50,9,2.25,4,105.42,47.56,1,1.07,3.36,31.58,28.57,28.57,33.33,18.17,-6.64,
gpt_clean_union_find.py,2489678.4,0.2342987506068311,42,6,1.5,2,72.0,50.78,0,-0.2,0.34,10.53,-14.29,-14.29,-33.33,-19.29,-0.31,
gpt_green_union_find.py,2488103.8,0.2409516024054028,47,8,2.0,3,103.73,48.33,0,-0.26,3.19,23.68,14.29,14.29,0.0,16.28,-5.12,
gpt_stagedgc_union_find.py,2538506.8,0.2407875868026167,49,8,2.0,3,103.73,47.94,0,1.76,3.12,28.95,14.29,14.29,0.0,16.28,-5.89,
llama_clean_union_find.py,2473638.6,0.2332693942124024,35,8,1.6,3,57.11,52.94,0,-0.84,-0.1,-7.89,14.29,-8.57,0.0,-35.98,3.93,
llama_green_union_find.py,2528326.2,0.2327376503963023,43,7,1.75,3,105.42,49.26,0,1.35,-0.33,13.16,0.0,0.0,0.0,18.17,-3.3,
llama_multi_union_find.py,2540569.8,0.2332983648055233,34,8,1.6,3,73.57,52.45,0,1.84,-0.09,-10.53,14.29,-8.57,0.0,-17.53,2.96,
llama_stagedcg_union_find.py,2504901.0,0.2332279185880907,37,8,1.6,3,72.0,51.71,0,0.41,-0.12,-2.63,14.29,-8.57,0.0,-19.29,1.51,
llama_stagedgc_union_find.py,2488482.6,0.2415897132013924,45,8,1.6,3,105.42,48.7,0,-0.24,3.46,18.42,14.29,-8.57,0.0,18.17,-4.4,
qwen_clean_union_find.py,2506646.6,0.2399430522113107,42,9,2.25,3,122.14,48.77,0,0.48,2.76,10.53,28.57,28.57,0.0,36.91,-4.26,
qwen_green_union_find.py,2548687.2,0.2363436811952851,45,10,2.5,4,139.32,47.58,0,2.17,1.22,18.42,42.86,42.86,33.33,56.17,-6.6,
qwen_multi_union_find.py,2517925.8,0.2384598755859769,38,8,2.0,3,107.03,50.25,0,0.94,2.12,0.0,14.29,14.29,0.0,19.98,-1.35,
qwen_stagedcg_union_find.py,2532098.4,0.2357070579892024,50,12,3.0,5,169.22,45.72,0,1.51,0.95,31.58,71.43,71.43,66.67,89.69,-10.25,
qwen_stagedgc_union_find.py,2516400.2,0.2392278451821766,43,10,2.5,4,139.32,48.01,0,0.88,2.45,13.16,42.86,42.86,33.33,56.17,-5.75,
,,,,,,,,,,,,,,,,,,
